"{tcp_connection_type=, service_type=all, http_connection_type=generic tunnel or vpn, tcp_os_sig_ttl=, review_status=pass}","0"
"{device_match_result=new_device, reason_code=, plugin_number=, device_id_reason_code=(flg,tpc,ht5),v0.1.5, service_type=all, risk_rating=neutral, mime_type_number=, device_result=not found, device_last_event=, review_status=pass, http_referer=9ojf9ojghii7id5i0m7!abghbokl7945}","0"
